Item_MRP,Item_Outlet_Sales,Item_Visibility,est.year,Item_Visibility_MeanRatio,NIT_DR,NIT_FD,NIT_NC,OS_High,OS_Medium,OS_Small,OT_Grocery Store,OT_Supermarket Type1,OT_Supermarket Type2,OT_Supermarket Type3,OLT_Tier 1,OLT_Tier 2,OLT_Tier 3,IF_LF,IF_reg
126.2704,250.3408,0.066006824,28,1.799601767,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
178.5318,180.4318,0.034400787,28,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
40.3138,527.9794,0.045492697,4,0.933419537,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
156.7946,2840.3028,0.043618827,26,1.026921514,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
99.5358,1407.5012,0.005963881,16,1.123953481,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
197.111,589.233,0.08982696,26,1.123018138,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
38.6506,796.9626,0.079431643,16,1.037393717,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
109.8228,1657.842,0.017135155,6,0.879676602,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
99.2016,1518.024,0.056005781,14,1.333565747,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
156.8972,467.3916,0.145253944,15,1.735253032,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
62.351,885.514,0.0383808,14,0.931077946,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
209.2586,3165.879,0.03856376,16,0.874728798,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
124.673,1847.595,0.032625074,6,1.148432227,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
163.2868,491.3604,0.069909188,28,1.5315372,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
164.2526,1808.9786,0.037491314,26,0.99823834,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
251.8408,4506.1344,0.09234651,4,0.878292066,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
82.9276,1705.7796,0.183879453,11,1.001095891,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
221.1772,3113.2808,0.107274301,11,0.876502764,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
125.7362,3020.0688,0.047570401,28,0.953860363,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
112.6886,1779.0176,0.100640587,6,0.934890988,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
58.1562,1185.124,0.036111038,11,1.0010959,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
265.1884,6359.7216,0.140090284,4,1.003139538,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
102.899,2167.179,0.031225303,6,0.879676604,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
98.141,1737.738,0.086752988,28,0.870492878,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
189.753,2846.295,0.040369315,4,1.031210163,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
192.9846,6114.7072,0.043777415,9,0.929456827,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
98.4384,1576.6144,0.046631836,14,0.931077936,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
34.9558,373.5138,0.076839735,14,0.876088765,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
198.5426,1384.1982,0.058074343,16,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
156.3946,473.3838,0.277459381,28,1.799185059,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
194.4452,4697.8848,0.099478451,28,1.031674968,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
43.7086,892.172,0.034369528,16,1.037204489,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
169.379,2376.906,0.084131783,26,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
208.3954,2709.1402,0.01035692,26,0.921522444,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
77.896,1997.4,0.104488444,9,1.02740004,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
43.5454,755.0172,0.028456456,28,1.27812806,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
171.6106,2566.659,0.027271252,9,0.958583488,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
72.9696,596.5568,0.036346224,9,0.874563385,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
92.5804,2297.01,0.064984487,6,0.87967661,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
180.3318,2886.9088,0.044372393,4,1.289865628,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
47.2034,340.2238,0.009934335,6,1.033308639,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
56.4614,828.921,0.013253936,6,1.355231937,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
195.111,3731.809,0.089884775,9,1.123740942,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
55.993,905.488,0.053178425,26,0.928858987,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
140.0496,1411.496,0.089660816,9,0.998880838,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
35.4216,173.108,0.185889129,6,0.879676614,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
78.896,399.48,0.044548531,28,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
195.111,982.055,0.024503972,4,1.003139522,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
239.6222,2390.222,0.143990173,9,0.874563389,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
257.633,5382.993,0.042891098,6,0.927506768,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
169.2132,2536.698,0.046023105,6,1.166481551,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
109.0596,1941.4728,0.084179812,4,1.040940941,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
97.141,1448.115,0.025050746,4,1.041619641,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
178.137,1058.622,0.065515067,4,0.87829206,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
51.3008,759.012,0.080695806,28,0.917823685,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
174.0396,2093.2752,0.027222517,6,1.043071325,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
199.6084,7142.7024,0.054366282,28,0.917823687,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
151.1024,2428.8384,0.021232318,26,1.16994379,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
166.15,3828.35,0.104183308,14,0.876088761,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
217.4192,431.4384,0.070856383,4,0.866234924,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
125.6388,1733.7432,0.061272194,14,0.960589581,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
48.4692,1034.6532,0.019107027,28,0.925130831,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
100.7042,3174.5344,0.097531719,28,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
243.1512,4604.6728,0.052329172,9,1.042128852,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
149.7734,2820.9946,0.055103174,9,0.874563383,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
194.911,196.411,0.015397129,28,1.856592664,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
196.5768,5715.2272,0.033271818,14,0.876088768,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
141.2154,3119.9388,0.053971566,28,0.917823689,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
156.4656,2471.4496,0.075713578,9,0.929456822,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
238.188,3835.008,0.01889024,4,1.040360614,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
254.0382,1261.691,0.152364317,14,1.038329611,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
191.3188,2285.0256,0.039811272,26,0.998238351,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
101.77,798.96,0.183774965,11,0.924160347,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
87.0514,2125.2336,0.041283361,9,0.874563382,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
253.7356,508.6712,0.057422821,15,1.60371929,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
151.634,1990.742,0.011820087,16,0.999069771,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
170.9422,3103.9596,0.024891881,9,0.998880823,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
191.4504,575.2512,0.138171603,15,1.464116671,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
40.9822,157.1288,0.041599644,15,1.735253042,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
194.711,196.411,0.0218126,28,1.614810601,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
38.419,805.618,0.161740582,14,0.931077933,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
86.8856,2548.6824,0.100966837,6,1.004720889,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
99.7042,3868.9638,0.027183141,28,0.994231708,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
58.0246,2143.2102,0.115032648,28,0.87049288,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
233.1642,697.0926,0.099442329,28,1.531537195,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
185.224,2423.512,0.032308482,4,0.962036684,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
159.2578,2406.867,0.063246037,6,0.934890984,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
101.3332,1537.998,0.079713576,16,0.929632607,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
73.6038,739.038,0.014679558,26,1.170834257,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
101.399,2063.98,0.030247903,16,0.999069731,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
74.767,1454.773,0.030297819,6,0.927506768,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
42.7086,356.8688,0.07113587,16,0.929632607,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
196.8768,3350.3056,0.017322454,9,1.037197551,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
39.548,1358.232,0.039451625,28,0.994231715,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
197.111,3731.809,0.008293219,14,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
197.0084,3372.9428,0.114609875,28,0.870492878,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
257.7304,774.9912,0.117442838,28,1.614810588,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
131.3942,397.4826,0.160852421,15,1.464116669,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
257.2672,3068.0064,0.03048292,14,0.923723825,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
171.6422,3276.4018,0.033314389,4,0.92604693,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
143.9128,143.8128,0.044139551,15,1.961557869,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
44.1428,1362.2268,0.118522172,28,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
60.5536,2143.876,0.071106549,28,0.925130814,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
112.2518,1366.2216,0.099674817,26,1.140661458,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
51.335,1198.44,0.153806271,11,1.03872071,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
78.396,1757.712,0.028958563,26,0.874000851,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
236.8564,4767.128,0.168780385,6,1.004720895,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
146.6444,870.8664,0.035627489,14,0.960443789,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
103.699,1031.99,0.052657753,4,1.040940939,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
223.0404,2025.3636,0.009754896,26,0.921522392,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
173.2054,4902.9512,0.031151633,16,0.929632606,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
75.0696,149.1392,0.118827682,15,1.604463731,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
255.7356,2543.356,0.034501016,6,0.963553234,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
40.948,479.376,0.038109194,6,1.038767761,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
180.6292,3101.2964,0.087791917,9,0.958320702,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
90.883,1707.777,0.062839798,9,0.922115515,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
40.9822,864.2084,0.029595637,28,0.99423172,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
194.711,4910.275,0.090267996,4,1.128531978,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
155.2288,1257.0304,0.150248468,14,0.931077936,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
48.5034,243.017,0.082394321,14,0.931077935,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
210.3954,5001.4896,0.026451028,4,0.878292068,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
217.4192,4314.384,0.01319424,6,1.00472087,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
121.3098,843.5686,0.071257912,16,0.87472879,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
115.9834,2073.3012,0.036908933,26,1.165003708,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
155.0998,1230.3984,0.141475625,14,0.876088761,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
107.1622,1693.7952,0.007551665,9,1.027400062,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
41.048,639.168,0.031338558,16,1.027776791,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
263.9568,4745.8224,0.075904695,11,0.876502763,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
171.0106,3079.9908,0.07760107,6,1.0047209,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
258.7278,5466.8838,0.048426708,28,1.03167497,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
121.1098,2651.2156,0.00636189,6,1.291986391,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
208.9928,2103.928,0.023021406,11,0.876502777,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
156.4972,1090.5804,0.019378432,16,0.958133638,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
176.4344,2141.2128,0.035084073,6,0.927506768,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
236.3564,2145.2076,0.038604817,11,1.039307969,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
208.527,419.454,0.21332355,15,1.556014393,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
84.4566,591.8962,0.054514169,6,1.033590322,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
146.5418,2501.4106,0.187850233,14,0.959992161,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
142.0154,850.8924,0.054455125,4,0.926046943,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
74.767,2679.845,0.044660955,28,1.022799745,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
149.8708,3611.2992,0.089120516,28,0.87049288,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
81.9934,3439.5228,0.02524761,28,0.925130815,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
51.0324,727.0536,0.069707771,4,0.878292063,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
219.5482,5695.2532,0.036150153,28,0.925130812,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
208.2638,4762.4674,0.074245348,6,0.934890985,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
87.2514,265.6542,0.062321222,14,0.923723837,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
213.756,852.224,0.158441218,15,1.556014392,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
57.393,735.709,0.054630544,9,0.922115525,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
61.4878,1151.1682,0.143419394,11,0.931517924,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
105.8622,2223.1062,0.048059871,16,0.929632604,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
101.299,1857.582,0.103894671,4,0.925192145,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
223.8404,675.1212,0.253947823,28,1.679002673,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
155.1314,155.1314,0.148737487,28,1.856446868,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
59.1562,1185.124,0.058207114,14,0.959992155,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
111.986,1697.79,0.078957122,9,0.958397151,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
95.2068,2721.7904,0.045596538,26,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
257.2962,4920.9278,0.066729996,16,0.999069752,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
88.6856,351.5424,0.1107011,28,1.531537197,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
96.6094,856.8846,0.018052019,14,1.143281444,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
142.0812,284.9624,0.15643727,15,1.464116667,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
95.212,838.908,0.035728302,11,1.001095885,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
162.5526,5920.2936,0.03717912,9,0.92156796,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
73.0038,147.8076,0.019123874,15,1.55601435,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
46.6744,135.8232,0.177354373,28,2.032563544,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
57.5562,651.8182,0.058116758,16,0.958501941,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
264.791,2103.928,0.118915034,11,0.924160348,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
187.9872,2458.1336,0.131973625,26,0.998238348,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
211.8218,6411.654,0.11801561,11,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
74.7354,1655.1788,0.033555399,16,0.999069753,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
121.973,2956.152,0.088681966,4,0.878292067,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
107.6596,1833.6132,0.021623214,4,1.040360601,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
74.0696,894.8352,0.033373748,9,1.027302429,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
160.3604,2852.2872,0.089917769,14,0.923723836,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
36.3874,105.8622,0.053148497,28,1.531537205,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
131.7942,1987.413,0.122470805,9,0.998880834,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
119.9124,118.5124,0.035607579,15,1.556014391,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
212.6218,2137.218,0.056819936,9,0.874563394,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
86.0198,1569.9564,0.044925784,16,0.999069761,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
177.6028,531.3084,0.071699984,15,1.556014389,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
169.3106,2224.4378,0.077321087,11,1.001095888,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
149.0076,295.6152,0.150806666,28,1.531537196,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
191.7846,382.1692,0.127283051,15,1.464116662,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
54.8298,1348.245,0.138008431,28,1.295395868,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
256.1356,4578.0408,0.074035365,14,0.931077938,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
148.8708,3761.77,0.091723066,6,1.042000638,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
174.4396,2616.594,0.122901056,11,1.038820284,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
263.7884,3709.8376,0.14743864,14,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
34.3216,34.6216,0.073077197,28,1.61481059,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
140.7812,142.4812,0.175991929,15,1.603719291,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
144.847,572.588,0.172365428,15,1.728904879,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
98.9068,1749.7224,0.094246644,4,1.14629285,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
180.9292,2736.438,0.10203648,9,1.332147041,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
39.2796,701.7532,0.066969525,28,0.917823688,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
82.5934,1310.2944,0.041071581,26,1.139904488,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
149.3708,1203.7664,0.028656248,11,0.924160357,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
140.1496,1552.6456,0.034693175,9,0.922115508,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
251.904,4301.068,0.071628097,28,0.917823684,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
194.6136,3110.6176,0.028516696,9,0.874563391,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
101.4358,1608.5728,0.054939029,16,1.14197278,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
131.4626,1705.1138,0.090130537,11,1.039006361,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
92.9462,1018.0082,0.040417741,4,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
147.0076,3103.9596,0.033893487,9,0.998880825,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
53.3956,982.7208,0.113908117,6,0.927506764,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
216.7508,1736.4064,0.020326962,16,0.999069757,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
108.2912,2293.0152,0.08509812,14,0.876088758,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
176.9712,3691.1952,0.035997543,26,0.874000871,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
96.4436,378.1744,0.029686148,9,0.929456825,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
235.9906,6893.0274,0.032626952,16,0.958561032,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
91.612,279.636,0.035057688,9,0.957952472,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
233.3616,6093.4016,0.060699725,16,0.929632599,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
93.5778,187.7556,0.041063069,28,1.531537214,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
111.986,792.302,0.070767174,9,1.141756849,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
172.9764,2233.0932,0.031598706,11,0.876502768,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
55.3614,497.3526,0.075495088,26,0.874000867,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
214.4218,4274.436,0.15277077,4,1.294496293,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
177.8028,1239.7196,0.04307908,6,0.934890981,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
65.6826,774.9912,0.010652508,11,1.0387976,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
182.4608,7534.1928,0.023318068,9,0.922115539,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
86.054,2336.958,0.030819397,4,1.003139539,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
36.6506,607.2096,0.165838224,16,0.921691987,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
111.5544,223.7088,0.13575135,15,1.736067669,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
254.804,7843.124,0.07191675,26,0.921522408,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
99.5042,1686.4714,0.039653081,4,1.146156732,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
184.595,3844.995,0.017834338,4,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
232.3326,2541.3586,0.021358889,26,1.036341342,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
190.8162,2886.243,0.032652796,11,1.001095895,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
254.1014,3315.0182,0.0420611,6,0.927506758,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
245.2118,5681.2714,0.054423329,11,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
141.7154,2694.4926,0.030645958,28,0.870492874,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
175.037,529.311,0.118297605,15,1.77395184,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
175.8028,3896.2616,0.096709408,11,1.00109589,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
157.5972,3427.5384,0.019901356,14,0.959992168,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
263.991,9467.676,0.087221497,28,0.95445396,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
126.2046,1618.5598,0.07518071,9,0.998880834,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
108.7912,109.1912,0.1422157,15,1.464116669,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
99.7726,978.726,0.034543718,11,1.030157475,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
42.577,952.094,0.030751366,14,1.287092583,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
166.1158,501.3474,0.096842096,6,1.065833063,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
33.6874,70.5748,0.050808821,15,1.464116656,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
125.7704,250.3408,0.063081713,15,1.464116667,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
122.6046,2365.5874,0.055451725,4,0.926046929,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
120.5072,2695.1584,0.035847408,28,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
86.4198,87.2198,0.108665723,15,1.464116662,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
39.6164,1004.0264,0.043322254,11,1.029580505,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
156.2314,2947.4966,0.057809959,28,0.925130818,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
148.8076,3103.9596,0.086132373,16,0.874728794,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
97.3384,886.8456,0.046342889,14,1.028623247,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
98.17,199.74,0.132590283,15,1.961678785,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
227.801,459.402,0.030516069,28,1.531537188,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
83.1934,1146.5076,0.025473816,4,0.933419526,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
96.6752,479.376,0.048830399,16,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
109.057,2746.425,0.043856919,26,0.874000855,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
188.1872,4159.9184,0.041904578,6,1.042000648,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
35.919,1171.808,0.038917891,9,0.922115519,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
152.6682,1829.6184,0.046707264,14,0.876088768,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
180.566,3415.554,0.030501281,9,0.922115513,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
